Date,Electricity_Price_EUR_per_MWh
2018-05-12,33.4
2018-05-13,25.81
2018-05-14,35.63
2018-05-15,39.25
2018-05-16,38.08
2018-05-17,35.47
2018-05-18,37.64
2018-05-19,35.44
2018-05-20,25.0
2018-05-21,21.46
2018-05-22,39.67
2018-05-23,38.78
2018-05-24,37.21
2018-05-25,38.11
2018-05-26,36.11
2018-05-27,33.92
2018-05-28,39.78
2018-05-29,39.28
2018-05-30,41.22
2018-05-31,38.84
2018-06-01,43.25
2018-06-02,37.82
2018-06-03,33.84
2018-06-04,41.48
2018-06-05,43.26
2018-06-06,42.42
2018-06-07,42.68
2018-06-08,42.43
2018-06-09,38.89
2018-06-10,37.27
2018-06-11,42.04
2018-06-12,42.53
2018-06-13,41.98
