Date,Electricity_Price_EUR_per_MWh
2017-01-21,74.16
2017-01-22,68.35
2017-01-23,95.58
2017-01-24,112.08
2017-01-25,118.15
2017-01-26,115.96
2017-01-27,77.54
2017-01-28,57.1
2017-01-29,55.22
2017-01-30,65.34
2017-01-31,70.5
2017-02-01,64.61
2017-02-02,65.68
2017-02-03,62.2
2017-02-04,54.52
2017-02-05,48.34
2017-02-06,64.82
2017-02-07,69.91
2017-02-08,65.91
2017-02-09,65.22
2017-02-10,65.8
2017-02-11,57.71
2017-02-12,48.45
2017-02-13,57.25
2017-02-14,55.28
2017-02-15,52.65
2017-02-16,53.47
2017-02-17,55.96
2017-02-18,47.67
2017-02-19,45.93
2017-02-20,56.37
2017-02-21,55.56
2017-02-22,49.77
2017-02-23,48.13
2017-02-24,50.41
2017-02-25,45.14
2017-02-26,40.87
2017-02-27,49.87
2017-02-28,46.91
2017-03-01,48.08
2017-03-02,50.0
2017-03-03,48.11
2017-03-04,39.35
2017-03-05,20.52
2017-03-06,44.74
2017-03-07,44.91
2017-03-08,45.38
2017-03-09,44.69
2017-03-10,42.67
2017-03-11,34.49
2017-03-12,23.2
2017-03-13,40.75
2017-03-14,42.1
2017-03-15,41.35
2017-03-16,37.08
2017-03-17,37.95
2017-03-18,27.59
2017-03-19,18.06
2017-03-20,34.61
2017-03-21,42.41
2017-03-22,40.55
2017-03-23,37.2
2017-03-24,35.41
2017-03-25,27.58
2017-03-26,24.69
2017-03-27,34.8
2017-03-28,34.98
2017-03-29,34.6
2017-03-30,33.44
2017-03-31,32.3
2017-04-01,31.64
2017-04-02,27.86
2017-04-03,38.63
2017-04-04,39.16
2017-04-05,36.23
2017-04-06,36.08
2017-04-07,36.25
2017-04-08,33.48
2017-04-09,26.5
2017-04-10,35.73
2017-04-11,36.34
2017-04-12,37.05
2017-04-13,35.25
2017-04-14,32.88
2017-04-15,27.41
2017-04-16,15.64
2017-04-17,25.83
2017-04-18,35.51
2017-04-19,39.51
2017-04-20,41.8
